Timestamp,ParticipantID,Parity,QuestionID,QuestionText,Answer
2026-01-31T14:02:39.944Z,P_1767970855077_u9djzo2cb,odd,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T14:02:39.944Z,P_1767970855077_u9djzo2cb,odd,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T14:02:39.945Z,P_1767970855077_u9djzo2cb,odd,post_even_q11,"General remarks","Not specified"
2026-01-31T14:04:04.272Z,P_1767970855077_u9djzo2cb,even,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T14:04:04.273Z,P_1767970855077_u9djzo2cb,even,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T14:04:04.273Z,P_1767970855077_u9djzo2cb,even,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T14:04:04.273Z,P_1767970855077_u9djzo2cb,even,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T14:04:04.274Z,P_1767970855077_u9djzo2cb,even,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T14:04:04.274Z,P_1767970855077_u9djzo2cb,even,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T14:04:04.274Z,P_1767970855077_u9djzo2cb,even,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T14:04:04.274Z,P_1767970855077_u9djzo2cb,even,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T14:04:04.275Z,P_1767970855077_u9djzo2cb,even,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T14:04:04.275Z,P_1767970855077_u9djzo2cb,even,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T14:04:04.275Z,P_1767970855077_u9djzo2cb,even,post_even_q11,"General remarks","Not specified"
2026-01-31T15:21:23.875Z,P_1767970855077_u9djzo2cb,even,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T15:21:23.877Z,P_1767970855077_u9djzo2cb,even,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T15:21:23.878Z,P_1767970855077_u9djzo2cb,even,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T15:21:23.878Z,P_1767970855077_u9djzo2cb,even,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T15:21:23.879Z,P_1767970855077_u9djzo2cb,even,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T15:21:23.879Z,P_1767970855077_u9djzo2cb,even,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T15:21:23.879Z,P_1767970855077_u9djzo2cb,even,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T15:21:23.879Z,P_1767970855077_u9djzo2cb,even,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T15:21:23.879Z,P_1767970855077_u9djzo2cb,even,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T15:21:23.879Z,P_1767970855077_u9djzo2cb,even,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T15:21:23.880Z,P_1767970855077_u9djzo2cb,even,post_even_q11,"General remarks","Not specified"
2026-01-31T15:21:39.093Z,P_1767970855077_u9djzo2cb,odd,post_odd_q1,"How effective did colleagues work?","Not specified"
2026-01-31T15:21:39.094Z,P_1767970855077_u9djzo2cb,odd,post_odd_q2,"How often did you delegate task to you colleagues?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q3,"Did you feel more confidence when working with colleagues?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q4,"Which type of colleague did you delegate tasks to?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q5,"Do you think you would feel even more confident if there were even more colleauges during the shif?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q6,"Did you loose trust in colleagues, when you saw them err?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q7,"'If colleagues are here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q8,"How did you feel when there were no colleagues during ciritical tickets?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q9,"Did you also not react to critical tickets just like colleagues?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q10,"Woul you feel more confident with an AI Bot rather than colleagues?","Not specified"
2026-01-31T15:21:39.095Z,P_1767970855077_u9djzo2cb,odd,post_odd_q11,"General remarks","Not specified"
2026-01-31T15:22:09.289Z,P_1767970855077_u9djzo2cb,even,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T15:22:09.290Z,P_1767970855077_u9djzo2cb,even,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T15:22:09.291Z,P_1767970855077_u9djzo2cb,even,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T15:22:09.292Z,P_1767970855077_u9djzo2cb,even,post_even_q11,"General remarks","Not specified"
2026-01-31T18:15:53.305Z,P_1767970855077_u9djzo2cb,odd,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T18:15:53.307Z,P_1767970855077_u9djzo2cb,odd,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T18:15:53.307Z,P_1767970855077_u9djzo2cb,odd,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T18:15:53.307Z,P_1767970855077_u9djzo2cb,odd,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T18:15:53.308Z,P_1767970855077_u9djzo2cb,odd,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T18:15:53.308Z,P_1767970855077_u9djzo2cb,odd,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T18:15:53.308Z,P_1767970855077_u9djzo2cb,odd,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T18:15:53.308Z,P_1767970855077_u9djzo2cb,odd,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T18:15:53.308Z,P_1767970855077_u9djzo2cb,odd,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T18:15:53.309Z,P_1767970855077_u9djzo2cb,odd,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T18:15:53.309Z,P_1767970855077_u9djzo2cb,odd,post_even_q11,"General remarks","Not specified"
2026-01-31T19:05:01.066Z,P_1767970855077_u9djzo2cb,even,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T19:05:01.068Z,P_1767970855077_u9djzo2cb,even,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T19:05:01.068Z,P_1767970855077_u9djzo2cb,even,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T19:05:01.068Z,P_1767970855077_u9djzo2cb,even,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T19:05:01.068Z,P_1767970855077_u9djzo2cb,even,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T19:05:01.069Z,P_1767970855077_u9djzo2cb,even,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T19:05:01.069Z,P_1767970855077_u9djzo2cb,even,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T19:05:01.069Z,P_1767970855077_u9djzo2cb,even,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T19:05:01.069Z,P_1767970855077_u9djzo2cb,even,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T19:05:01.069Z,P_1767970855077_u9djzo2cb,even,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T19:05:01.070Z,P_1767970855077_u9djzo2cb,even,post_even_q11,"General remarks","Not specified"
2026-01-31T19:23:50.066Z,P_1767970855077_u9djzo2cb,even,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T19:23:50.067Z,P_1767970855077_u9djzo2cb,even,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T19:23:50.067Z,P_1767970855077_u9djzo2cb,even,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T19:23:50.067Z,P_1767970855077_u9djzo2cb,even,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T19:23:50.068Z,P_1767970855077_u9djzo2cb,even,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T19:23:50.068Z,P_1767970855077_u9djzo2cb,even,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T19:23:50.068Z,P_1767970855077_u9djzo2cb,even,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T19:23:50.068Z,P_1767970855077_u9djzo2cb,even,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T19:23:50.068Z,P_1767970855077_u9djzo2cb,even,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T19:23:50.069Z,P_1767970855077_u9djzo2cb,even,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T19:23:50.069Z,P_1767970855077_u9djzo2cb,even,post_even_q11,"General remarks","Not specified"
2026-01-31T19:24:10.692Z,P_1767970855077_u9djzo2cb,even,post_odd_q1,"How effective did colleagues work?","Not specified"
2026-01-31T19:24:10.695Z,P_1767970855077_u9djzo2cb,even,post_odd_q2,"How often did you delegate task to you colleagues?","Not specified"
2026-01-31T19:24:10.696Z,P_1767970855077_u9djzo2cb,even,post_odd_q3,"Did you feel more confidence when working with colleagues?","Not specified"
2026-01-31T19:24:10.696Z,P_1767970855077_u9djzo2cb,even,post_odd_q4,"Which type of colleague did you delegate tasks to?","Not specified"
2026-01-31T19:24:10.696Z,P_1767970855077_u9djzo2cb,even,post_odd_q5,"Do you think you would feel even more confident if there were even more colleauges during the shif?","Not specified"
2026-01-31T19:24:10.697Z,P_1767970855077_u9djzo2cb,even,post_odd_q6,"Did you loose trust in colleagues, when you saw them err?","Not specified"
2026-01-31T19:24:10.697Z,P_1767970855077_u9djzo2cb,even,post_odd_q7,"'If colleagues are here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T19:24:10.697Z,P_1767970855077_u9djzo2cb,even,post_odd_q8,"How did you feel when there were no colleagues during ciritical tickets?","Not specified"
2026-01-31T19:24:10.697Z,P_1767970855077_u9djzo2cb,even,post_odd_q9,"Did you also not react to critical tickets just like colleagues?","Not specified"
2026-01-31T19:24:10.698Z,P_1767970855077_u9djzo2cb,even,post_odd_q10,"Woul you feel more confident with an AI Bot rather than colleagues?","Not specified"
2026-01-31T19:24:10.698Z,P_1767970855077_u9djzo2cb,even,post_odd_q11,"General remarks","Not specified"
2026-01-31T19:24:24.652Z,P_1767970855077_u9djzo2cb,even,post_odd_q1,"How effective did colleagues work?","Not specified"
2026-01-31T19:24:24.653Z,P_1767970855077_u9djzo2cb,even,post_odd_q2,"How often did you delegate task to you colleagues?","Not specified"
2026-01-31T19:24:24.653Z,P_1767970855077_u9djzo2cb,even,post_odd_q3,"Did you feel more confidence when working with colleagues?","Not specified"
2026-01-31T19:24:24.654Z,P_1767970855077_u9djzo2cb,even,post_odd_q4,"Which type of colleague did you delegate tasks to?","Not specified"
2026-01-31T19:24:24.654Z,P_1767970855077_u9djzo2cb,even,post_odd_q5,"Do you think you would feel even more confident if there were even more colleauges during the shif?","Not specified"
2026-01-31T19:24:24.654Z,P_1767970855077_u9djzo2cb,even,post_odd_q6,"Did you loose trust in colleagues, when you saw them err?","Not specified"
2026-01-31T19:24:24.655Z,P_1767970855077_u9djzo2cb,even,post_odd_q7,"'If colleagues are here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T19:24:24.655Z,P_1767970855077_u9djzo2cb,even,post_odd_q8,"How did you feel when there were no colleagues during ciritical tickets?","Not specified"
2026-01-31T19:24:24.655Z,P_1767970855077_u9djzo2cb,even,post_odd_q9,"Did you also not react to critical tickets just like colleagues?","Not specified"
2026-01-31T19:24:24.655Z,P_1767970855077_u9djzo2cb,even,post_odd_q10,"Woul you feel more confident with an AI Bot rather than colleagues?","Not specified"
2026-01-31T19:24:24.655Z,P_1767970855077_u9djzo2cb,even,post_odd_q11,"General remarks","Not specified"
2026-01-31T19:24:38.795Z,P_1767970855077_u9djzo2cb,odd,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T19:24:38.796Z,P_1767970855077_u9djzo2cb,odd,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T19:24:38.796Z,P_1767970855077_u9djzo2cb,odd,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T19:24:38.796Z,P_1767970855077_u9djzo2cb,odd,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T19:24:38.796Z,P_1767970855077_u9djzo2cb,odd,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T19:24:38.797Z,P_1767970855077_u9djzo2cb,odd,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T19:24:38.797Z,P_1767970855077_u9djzo2cb,odd,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T19:24:38.797Z,P_1767970855077_u9djzo2cb,odd,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T19:24:38.798Z,P_1767970855077_u9djzo2cb,odd,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T19:24:38.799Z,P_1767970855077_u9djzo2cb,odd,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T19:24:38.799Z,P_1767970855077_u9djzo2cb,odd,post_even_q11,"General remarks","Not specified"
2026-01-31T19:40:51.139Z,P_1769888396823_enk7qyf1a,odd,post_even_q1,"How effective did AI Assistant work?","Not specified"
2026-01-31T19:40:51.142Z,P_1769888396823_enk7qyf1a,odd,post_even_q2,"What AI mode did you select in the beginning?","Not specified"
2026-01-31T19:40:51.143Z,P_1769888396823_enk7qyf1a,odd,post_even_q3,"Did you change your AI Mode during the experiment?","Not specified"
2026-01-31T19:40:51.143Z,P_1769888396823_enk7qyf1a,odd,post_even_q4,"If you used normal mode, how ofen did you use the help of the AI Bot?","Not specified"
2026-01-31T19:40:51.143Z,P_1769888396823_enk7qyf1a,odd,post_even_q5,"Did you loose trust in the AI Bot, when you saw it err?","Not specified"
2026-01-31T19:40:51.143Z,P_1769888396823_enk7qyf1a,odd,post_even_q6,"Did you feel more confidence when working with the AI Bot?","Not specified"
2026-01-31T19:40:51.144Z,P_1769888396823_enk7qyf1a,odd,post_even_q7,"Woul you feel more confident with an real colleagues rather than AI?","Not specified"
2026-01-31T19:40:51.144Z,P_1769888396823_enk7qyf1a,odd,post_even_q8,"How did you feel when there was no reaction to the AI Bot during ciritical tickets?","Not specified"
2026-01-31T19:40:51.144Z,P_1769888396823_enk7qyf1a,odd,post_even_q9,"Did you also not react to critical tickets just like the AI Bot?","Not specified"
2026-01-31T19:40:51.144Z,P_1769888396823_enk7qyf1a,odd,post_even_q10,"'If the AI Bot is here, I don't need to worry about anything', did you have such thoughts?","Not specified"
2026-01-31T19:40:51.145Z,P_1769888396823_enk7qyf1a,odd,post_even_q11,"General remarks","Not specified"
